time	veloc	accel	accelt
  10.850 	    3.798 	   -0.667 	    1.000
  10.860 	    3.793 	   -0.653 	    1.000
  10.870 	    3.785 	   -0.638 	    1.000
  10.880 	    3.778 	   -0.617 	    1.000
  10.890 	    3.771 	   -0.581 	    1.000
  10.900 	    3.763 	   -0.538 	    1.000
  10.910 	    3.756 	   -0.495 	    1.000
  10.920 	    3.749 	   -0.459 	    1.000
  10.930 	    3.744 	   -0.430 	    1.000
  10.940 	    3.739 	   -0.402 	    1.000
  10.950 	    3.734 	   -0.366 	    1.000
  10.960 	    3.729 	   -0.323 	    1.000
  10.970 	    3.727 	   -0.280 	    1.000
  10.980 	    3.727 	   -0.230 	    1.000
  10.990 	    3.727 	   -0.172 	    1.000
  11.000 	    3.727 	   -0.115 	    1.000
  11.010 	    3.727 	   -0.065 	    1.000
  11.020 	    3.727 	   -0.022 	    1.000
  11.030 	    3.727 	    0.029 	    1.000
  11.040 	    3.727 	    0.086 	    1.000
  11.050 	    3.727 	    0.143 	    1.000
  11.060 	    3.727 	    0.194 	    1.000
  11.070 	    3.729 	    0.237 	    1.000
  11.080 	    3.732 	    0.280 	    1.000
  11.090 	    3.734 	    0.323 	    1.000
  11.100 	    3.737 	    0.366 	    1.000
  11.110 	    3.739 	    0.409 	    1.000
  11.120 	    3.744 	    0.452 	    1.000
  11.130 	    3.749 	    0.495 	    1.000
  11.140 	    3.756 	    0.538 	    1.000
  11.150 	    3.763 	    0.574 	    1.000
  11.160 	    3.771 	    0.603 	    1.000
  11.170 	    3.778 	    0.631 	    1.000
  11.180 	    3.785 	    0.660 	    1.000
  11.190 	    3.793 	    0.696 	    1.000
  11.200 	    3.800 	    0.732 	    1.000
  11.210 	    3.807 	    0.760 	    1.000
  11.220 	    3.815 	    0.782 	    1.000
  11.230 	    3.822 	    0.796 	    1.000
  11.240 	    3.829 	    0.803 	    1.000
  11.250 	    3.837 	    0.796 	    1.000
  11.260 	    3.844 	    0.782 	    1.000
  11.270 	    3.851 	    0.768 	    1.000
  11.280 	    3.861 	    0.753 	    1.000
  11.290 	    3.871 	    0.732 	    1.000
  11.300 	    3.880 	    0.703 	    1.000
  11.310 	    3.890 	    0.674 	    1.000
  11.320 	    3.900 	    0.646 	    1.000
  11.330 	    3.907 	    0.617 	    1.000
  11.340 	    3.912 	    0.588 	    1.000
  11.350 	    3.917 	    0.560 	    1.000
  11.360 	    3.922 	    0.524 	    1.000
  11.370 	    3.927 	    0.481 	    1.000
  11.380 	    3.929 	    0.430 	    1.000
  11.390 	    3.932 	    0.366 	    1.000
  11.400 	    3.934 	    0.294 	    1.000
  11.410 	    3.937 	    0.230 	    1.000
  11.420 	    3.939 	    0.179 	    1.000
  11.430 	    3.941 	    0.136 	    1.000
  11.440 	    3.944 	    0.086 	    1.000
  11.450 	    3.946 	    0.029 	    1.000
  11.460 	    3.949 	   -0.022 	    1.000
  11.470 	    3.949 	   -0.065 	    1.000
  11.480 	    3.946 	   -0.100 	    1.000
  11.490 	    3.944 	   -0.136 	    1.000
  11.500 	    3.941 	   -0.179 	    1.000
  11.510 	    3.939 	   -0.222 	    1.000
  11.520 	    3.937 	   -0.265 	    1.000
  11.530 	    3.932 	   -0.308 	    1.000
  11.540 	    3.927 	   -0.359 	    1.000
  11.550 	    3.922 	   -0.409 	    1.000
  11.560 	    3.917 	   -0.445 	    1.000
  11.570 	    3.915 	   -0.473 	    1.000
  11.580 	    3.910 	   -0.509 	    1.000
  11.590 	    3.905 	   -0.552 	    1.000
  11.600 	    3.900 	   -0.595 	    1.000
  11.610 	    3.895 	   -0.631 	    1.000
  11.620 	    3.890 	   -0.660 	    1.000
  11.630 	    3.883 	   -0.689 	    1.000
  11.640 	    3.876 	   -0.717 	    1.000
  11.650 	    3.868 	   -0.746 	    1.000
  11.660 	    3.861 	   -0.768 	    1.000
  11.670 	    3.851 	   -0.782 	    1.000
  11.680 	    3.841 	   -0.796 	    1.000
  11.690 	    3.832 	   -0.811 	    1.000
  11.700 	    3.822 	   -0.825 	    1.000
  11.710 	    3.812 	   -0.832 	    1.000
  11.720 	    3.802 	   -0.832 	    1.000
  11.730 	    3.793 	   -0.832 	    1.000
  11.740 	    3.785 	   -0.832 	    1.000
  11.750 	    3.778 	   -0.825 	    1.000
  11.760 	    3.771 	   -0.811 	    1.000
  11.770 	    3.763 	   -0.796 	    1.000
  11.780 	    3.756 	   -0.782 	    1.000
  11.790 	    3.749 	   -0.753 	    1.000
  11.800 	    3.741 	   -0.710 	    1.000
  11.810 	    3.734 	   -0.667 	    1.000
  11.820 	    3.727 	   -0.631 	    1.000
  11.830 	    3.720 	   -0.595 	    1.000
  11.840 	    3.712 	   -0.552 	    1.000
  11.850 	    3.705 	   -0.509 	    1.000
  11.860 	    3.698 	   -0.466 	    1.000
  11.870 	    3.690 	   -0.423 	    1.000
  11.880 	    3.688 	   -0.380 	    1.000
  11.890 	    3.685 	   -0.344 	    1.000
  11.900 	    3.683 	   -0.308 	    1.000
  11.910 	    3.680 	   -0.265 	    1.000
  11.920 	    3.680 	   -0.222 	    1.000
  11.930 	    3.680 	   -0.172 	    1.000
  11.940 	    3.680 	   -0.115 	    1.000
  11.950 	    3.680 	   -0.050 	    1.000
  11.960 	    3.680 	    0.007 	    1.000
  11.970 	    3.680 	    0.050 	    1.000
  11.980 	    3.678 	    0.100 	    1.000
  11.990 	    3.678 	    0.165 	    1.000
  12.000 	    3.678 	    0.230 	    1.000
  12.010 	    3.678 	    0.287 	    1.000
  12.020 	    3.680 	    0.344 	    1.000
  12.030 	    3.683 	    0.402 	    1.000
  12.040 	    3.688 	    0.452 	    1.000
  12.050 	    3.693 	    0.495 	    1.000
  12.060 	    3.698 	    0.545 	    1.000
  12.070 	    3.705 	    0.595 	    1.000
  12.080 	    3.715 	    0.638 	    1.000
  12.090 	    3.724 	    0.681 	    1.000
  12.100 	    3.734 	    0.717 	    1.000
  12.110 	    3.744 	    0.746 	    1.000
  12.120 	    3.754 	    0.768 	    1.000
  12.130 	    3.761 	    0.789 	    1.000
  12.140 	    3.768 	    0.818 	    1.000
  12.150 	    3.776 	    0.839 	    1.000
  12.160 	    3.783 	    0.846 	    1.000
  12.170 	    3.790 	    0.846 	    1.000
  12.180 	    3.798 	    0.846 	    1.000
  12.190 	    3.805 	    0.839 	    1.000
  12.200 	    3.812 	    0.818 	    1.000
  12.210 	    3.820 	    0.796 	    1.000
  12.220 	    3.829 	    0.782 	    1.000
  12.230 	    3.839 	    0.768 	    1.000
  12.240 	    3.849 	    0.746 	    1.000
  12.250 	    3.859 	    0.717 	    1.000
  12.260 	    3.868 	    0.689 	    1.000
  12.270 	    3.878 	    0.660 	    1.000
  12.280 	    3.885 	    0.631 	    1.000
  12.290 	    3.890 	    0.603 	    1.000
  12.300 	    3.895 	    0.567 	    1.000
  12.310 	    3.900 	    0.524 	    1.000
  12.320 	    3.905 	    0.481 	    1.000
  12.330 	    3.907 	    0.438 	    1.000
  12.340 	    3.910 	    0.380 	    1.000
  12.350 	    3.912 	    0.308 	    1.000
  12.360 	    3.915 	    0.244 	    1.000
  12.370 	    3.917 	    0.194 	    1.000
  12.380 	    3.920 	    0.151 	    1.000
  12.390 	    3.922 	    0.100 	    1.000
  12.400 	    3.924 	    0.043 	    1.000
  12.410 	    3.927 	   -0.007 	    1.000
  12.420 	    3.929 	   -0.050 	    1.000
  12.430 	    3.927 	   -0.093 	    1.000
  12.440 	    3.924 	   -0.143 	    1.000
  12.450 	    3.922 	   -0.194 	    1.000
  12.460 	    3.920 	   -0.237 	    1.000
  12.470 	    3.917 	   -0.280 	    1.000
  12.480 	    3.912 	   -0.323 	    1.000
  12.490 	    3.907 	   -0.366 	    1.000
  12.500 	    3.902 	   -0.409 	    1.000
  12.510 	    3.898 	   -0.438 	    1.000
  12.520 	    3.893 	   -0.452 	    1.000
  12.530 	    3.885 	   -0.473 	    1.000
  12.540 	    3.880 	   -0.509 	    1.000
  12.550 	    3.876 	   -0.552 	    1.000
  12.560 	    3.871 	   -0.588 	    1.000
  12.570 	    3.866 	   -0.617 	    1.000
  12.580 	    3.861 	   -0.646 	    1.000
  12.590 	    3.856 	   -0.674 	    1.000
  12.600 	    3.851 	   -0.696 	    1.000
  12.610 	    3.846 	   -0.703 	    1.000
  12.620 	    3.839 	   -0.710 	    1.000
  12.630 	    3.829 	   -0.725 	    1.000
  12.640 	    3.820 	   -0.739 	    1.000
  12.650 	    3.810 	   -0.753 	    1.000
  12.660 	    3.800 	   -0.768 	    1.000
  12.670 	    3.790 	   -0.782 	    1.000
  12.680 	    3.780 	   -0.796 	    1.000
  12.690 	    3.773 	   -0.811 	    1.000
  12.700 	    3.766 	   -0.818 	    1.000
  12.710 	    3.759 	   -0.811 	    1.000
  12.720 	    3.751 	   -0.796 	    1.000
  12.730 	    3.744 	   -0.789 	    1.000
  12.740 	    3.737 	   -0.782 	    1.000
  12.750 	    3.729 	   -0.760 	    1.000
  12.760 	    3.722 	   -0.732 	    1.000
  12.770 	    3.715 	   -0.710 	    1.000
  12.780 	    3.707 	   -0.696 	    1.000
  12.790 	    3.700 	   -0.681 	    1.000
  12.800 	    3.693 	   -0.667 	    1.000
  12.810 	    3.685 	   -0.653 	    1.000
  12.820 	    3.676 	   -0.638 	    1.000
  12.830 	    3.668 	   -0.617 	    1.000
  12.840 	    3.663 	   -0.588 	    1.000
  12.850 	    3.659 	   -0.552 	    1.000
  12.860 	    3.654 	   -0.509 	    1.000
  12.870 	    3.649 	   -0.466 	    1.000
  12.880 	    3.644 	   -0.416 	    1.000
  12.890 	    3.639 	   -0.359 	    1.000
  12.900 	    3.634 	   -0.294 	    1.000
  12.910 	    3.629 	   -0.230 	    1.000
  12.920 	    3.627 	   -0.179 	    1.000
  12.930 	    3.624 	   -0.129 	    1.000
  12.940 	    3.624 	   -0.065 	    1.000
  12.950 	    3.624 	    0.007 	    1.000
  12.960 	    3.624 	    0.079 	    1.000
  12.970 	    3.627 	    0.151 	    1.000
  12.980 	    3.629 	    0.222 	    1.000
  12.990 	    3.632 	    0.294 	    1.000
  13.000 	    3.634 	    0.359 	    1.000
  13.010 	    3.637 	    0.416 	    1.000
  13.020 	    3.641 	    0.466 	    1.000
  13.030 	    3.649 	    0.509 	    1.000
  13.040 	    3.656 	    0.552 	    1.000
  13.050 	    3.663 	    0.588 	    1.000
  13.060 	    3.671 	    0.617 	    1.000
  13.070 	    3.678 	    0.646 	    1.000
  13.080 	    3.685 	    0.674 	    1.000
  13.090 	    3.693 	    0.703 	    1.000
  13.100 	    3.700 	    0.725 	    1.000
  13.110 	    3.707 	    0.732 	    1.000
  13.120 	    3.715 	    0.732 	    1.000
  13.130 	    3.722 	    0.725 	    1.000
  13.140 	    3.729 	    0.717 	    1.000
  13.150 	    3.737 	    0.710 	    1.000
  13.160 	    3.744 	    0.696 	    1.000
  13.170 	    3.751 	    0.681 	    1.000
  13.180 	    3.759 	    0.667 	    1.000
  13.190 	    3.766 	    0.653 	    1.000
  13.200 	    3.773 	    0.638 	    1.000
  13.210 	    3.780 	    0.624 	    1.000
  13.220 	    3.785 	    0.610 	    1.000
  13.230 	    3.793 	    0.595 	    1.000
  13.240 	    3.798 	    0.574 	    1.000
  13.250 	    3.802 	    0.545 	    1.000
  13.260 	    3.807 	    0.516 	    1.000
  13.270 	    3.812 	    0.488 	    1.000
  13.280 	    3.817 	    0.459 	    1.000
  13.290 	    3.822 	    0.416 	    1.000
  13.300 	    3.827 	    0.366 	    1.000
  13.310 	    3.832 	    0.316 	    1.000
  13.320 	    3.837 	    0.265 	    1.000
  13.330 	    3.839 	    0.222 	    1.000
  13.340 	    3.841 	    0.172 	    1.000
  13.350 	    3.844 	    0.115 	    1.000
  13.360 	    3.846 	    0.057 	    1.000
  13.370 	    3.849 	   -0.000 	    1.000
  13.380 	    3.846 	   -0.057 	    1.000
  13.390 	    3.844 	   -0.115 	    1.000
  13.400 	    3.841 	   -0.172 	    1.000
  13.410 	    3.839 	   -0.222 	    1.000
  13.420 	    3.837 	   -0.265 	    1.000
  13.430 	    3.832 	   -0.308 	    1.000
  13.440 	    3.827 	   -0.352 	    1.000
  13.450 	    3.822 	   -0.395 	    1.000
  13.460 	    3.817 	   -0.423 	    1.000
  13.470 	    3.812 	   -0.438 	    1.000
  13.480 	    3.807 	   -0.459 	    1.000
  13.490 	    3.802 	   -0.488 	    1.000
  13.500 	    3.798 	   -0.516 	    1.000
  13.510 	    3.793 	   -0.538 	    1.000
  13.520 	    3.788 	   -0.552 	    1.000
  13.530 	    3.783 	   -0.567 	    1.000
  13.540 	    3.778 	   -0.574 	    1.000
  13.550 	    3.773 	   -0.574 	    1.000
  13.560 	    3.768 	   -0.574 	    1.000
  13.570 	    3.761 	   -0.574 	    1.000
  13.580 	    3.754 	   -0.581 	    1.000
  13.590 	    3.746 	   -0.595 	    1.000
  13.600 	    3.739 	   -0.610 	    1.000
  13.610 	    3.732 	   -0.624 	    1.000
  13.620 	    3.724 	   -0.638 	    1.000
  13.630 	    3.720 	   -0.653 	    1.000
  13.640 	    3.715 	   -0.667 	    1.000
  13.650 	    3.710 	   -0.674 	    1.000
  13.660 	    3.705 	   -0.674 	    1.000
  13.670 	    3.698 	   -0.674 	    1.000
  13.680 	    3.690 	   -0.674 	    1.000
  13.690 	    3.683 	   -0.674 	    1.000
  13.700 	    3.676 	   -0.667 	    1.000
  13.710 	    3.668 	   -0.660 	    1.000
  13.720 	    3.661 	   -0.660 	    1.000
  13.730 	    3.654 	   -0.660 	    1.000
  13.740 	    3.646 	   -0.653 	    1.000
  13.750 	    3.639 	   -0.631 	    1.000
  13.760 	    3.632 	   -0.603 	    1.000
  13.770 	    3.624 	   -0.574 	    1.000
  13.780 	    3.617 	   -0.545 	    1.000
  13.790 	    3.612 	   -0.516 	    1.000
  13.800 	    3.607 	   -0.488 	    1.000
  13.810 	    3.602 	   -0.459 	    1.000
  13.820 	    3.598 	   -0.430 	    1.000
  13.830 	    3.595 	   -0.402 	    1.000
  13.840 	    3.593 	   -0.366 	    1.000
  13.850 	    3.590 	   -0.323 	    1.000
  13.860 	    3.588 	   -0.280 	    1.000
  13.870 	    3.585 	   -0.244 	    1.000
  13.880 	    3.583 	   -0.208 	    1.000
  13.890 	    3.580 	   -0.158 	    1.000
  13.900 	    3.578 	   -0.100 	    1.000
  13.910 	    3.576 	   -0.050 	    1.000
  13.920 	    3.573 	   -0.007 	    1.000
  13.930 	    3.573 	    0.036 	    1.000
  13.940 	    3.573 	    0.079 	    1.000
  13.950 	    3.573 	    0.122 	    1.000
  13.960 	    3.573 	    0.165 	    1.000
  13.970 	    3.576 	    0.208 	    1.000
  13.980 	    3.580 	    0.251 	    1.000
  13.990 	    3.585 	    0.301 	    1.000
  14.000 	    3.590 	    0.359 	    1.000
  14.010 	    3.595 	    0.409 	    1.000
  14.020 	    3.600 	    0.452 	    1.000
  14.030 	    3.605 	    0.502 	    1.000
  14.040 	    3.610 	    0.560 	    1.000
  14.050 	    3.615 	    0.610 	    1.000
  14.060 	    3.620 	    0.646 	    1.000
  14.070 	    3.624 	    0.674 	    1.000
  14.080 	    3.632 	    0.703 	    1.000
  14.090 	    3.639 	    0.725 	    1.000
  14.100 	    3.646 	    0.739 	    1.000
  14.110 	    3.654 	    0.753 	    1.000
  14.120 	    3.663 	    0.768 	    1.000
  14.130 	    3.673 	    0.782 	    1.000
  14.140 	    3.683 	    0.796 	    1.000
  14.150 	    3.693 	    0.803 	    1.000
  14.160 	    3.702 	    0.796 	    1.000
  14.170 	    3.712 	    0.782 	    1.000
  14.180 	    3.720 	    0.768 	    1.000
  14.190 	    3.727 	    0.753 	    1.000
  14.200 	    3.734 	    0.732 	    1.000
  14.210 	    3.741 	    0.703 	    1.000
  14.220 	    3.749 	    0.674 	    1.000
  14.230 	    3.756 	    0.646 	    1.000
  14.240 	    3.761 	    0.617 	    1.000
  14.250 	    3.766 	    0.581 	    1.000
  14.260 	    3.771 	    0.545 	    1.000
  14.270 	    3.776 	    0.516 	    1.000
  14.280 	    3.780 	    0.481 	    1.000
  14.290 	    3.785 	    0.430 	    1.000
  14.300 	    3.790 	    0.373 	    1.000
  14.310 	    3.795 	    0.316 	    1.000
  14.320 	    3.800 	    0.265 	    1.000
  14.330 	    3.805 	    0.222 	    1.000
  14.340 	    3.807 	    0.179 	    1.000
  14.350 	    3.810 	    0.136 	    1.000
  14.360 	    3.812 	    0.093 	    1.000
  14.370 	    3.812 	    0.050 	    1.000
  14.380 	    3.810 	   -0.000 	    1.000
  14.390 	    3.807 	   -0.057 	    1.000
  14.400 	    3.805 	   -0.115 	    1.000
  14.410 	    3.802 	   -0.172 	    1.000
  14.420 	    3.800 	   -0.222 	    1.000
  14.430 	    3.798 	   -0.265 	    1.000
  14.440 	    3.795 	   -0.316 	    1.000
  14.450 	    3.793 	   -0.366 	    1.000
  14.460 	    3.790 	   -0.402 	    1.000
  14.470 	    3.785 	   -0.430 	    1.000
  14.480 	    3.780 	   -0.466 	    1.000
  14.490 	    3.776 	   -0.509 	    1.000
  14.500 	    3.771 	   -0.545 	    1.000
  14.510 	    3.766 	   -0.574 	    1.000
  14.520 	    3.761 	   -0.603 	    1.000
  14.530 	    3.754 	   -0.631 	    1.000
  14.540 	    3.746 	   -0.660 	    1.000
  14.550 	    3.739 	   -0.681 	    1.000
  14.560 	    3.732 	   -0.696 	    1.000
  14.570 	    3.722 	   -0.710 	    1.000
  14.580 	    3.712 	   -0.725 	    1.000
  14.590 	    3.705 	   -0.739 	    1.000
  14.600 	    3.698 	   -0.753 	    1.000
  14.610 	    3.690 	   -0.760 	    1.000
  14.620 	    3.683 	   -0.760 	    1.000
  14.630 	    3.676 	   -0.760 	    1.000
  14.640 	    3.668 	   -0.753 	    1.000
  14.650 	    3.661 	   -0.732 	    1.000
  14.660 	    3.654 	   -0.703 	    1.000
  14.670 	    3.646 	   -0.681 	    1.000
  14.680 	    3.639 	   -0.667 	    1.000
  14.690 	    3.632 	   -0.646 	    1.000
  14.700 	    3.624 	   -0.617 	    1.000
  14.710 	    3.617 	   -0.588 	    1.000
  14.720 	    3.610 	   -0.560 	    1.000
  14.730 	    3.605 	   -0.516 	    1.000
  14.740 	    3.600 	   -0.459 	    1.000
  14.750 	    3.595 	   -0.402 	    1.000
  14.760 	    3.590 	   -0.344 	    1.000
  14.770 	    3.585 	   -0.287 	    1.000
  14.780 	    3.583 	   -0.230 	    1.000
  14.790 	    3.580 	   -0.165 	    1.000
  14.800 	    3.578 	   -0.093 	    1.000
  14.810 	    3.576 	   -0.029 	    1.000
  14.820 	    3.578 	    0.029 	    1.000
  14.830 	    3.580 	    0.086 	    1.000
  14.840 	    3.583 	    0.143 	    1.000
  14.850 	    3.585 	    0.201 	    1.000
  14.860 	    3.588 	    0.251 	    1.000
  14.870 	    3.590 	    0.294 	    1.000
  14.880 	    3.595 	    0.344 	    1.000
  14.890 	    3.600 	    0.402 	    1.000
  14.900 	    3.605 	    0.445 	    1.000
  14.910 	    3.610 	    0.473 	    1.000
  14.920 	    3.615 	    0.502 	    1.000
  14.930 	    3.620 	    0.531 	    1.000
  14.940 	    3.624 	    0.560 	    1.000
  14.950 	    3.629 	    0.588 	    1.000
  14.960 	    3.634 	    0.610 	    1.000
  14.970 	    3.641 	    0.624 	    1.000
  14.980 	    3.649 	    0.638 	    1.000
  14.990 	    3.656 	    0.653 	    1.000
  15.000 	    3.663 	    0.667 	    1.000
  15.010 	    3.671 	    0.681 	    1.000
  15.020 	    3.678 	    0.696 	    1.000
  15.030 	    3.685 	    0.710 	    1.000
  15.040 	    3.693 	    0.725 	    1.000
  15.050 	    3.700 	    0.725 	    1.000
  15.060 	    3.707 	    0.710 	    1.000
  15.070 	    3.715 	    0.696 	    1.000
  15.080 	    3.722 	    0.681 	    1.000
  15.090 	    3.729 	    0.667 	    1.000
  15.100 	    3.737 	    0.653 	    1.000
  15.110 	    3.744 	    0.638 	    1.000
  15.120 	    3.751 	    0.624 	    1.000
  15.130 	    3.759 	    0.610 	    1.000
  15.140 	    3.763 	    0.581 	    1.000
  15.150 	    3.768 	    0.538 	    1.000
  15.160 	    3.773 	    0.495 	    1.000
  15.170 	    3.778 	    0.452 	    1.000
  15.180 	    3.783 	    0.402 	    1.000
  15.190 	    3.788 	    0.344 	    1.000
  15.200 	    3.793 	    0.287 	    1.000
  15.210 	    3.798 	    0.230 	    1.000
  15.220 	    3.802 	    0.179 	    1.000
  15.230 	    3.802 	    0.136 	    1.000
  15.240 	    3.802 	    0.093 	    1.000
  15.250 	    3.802 	    0.050 	    1.000
  15.260 	    3.802 	    0.007 	    1.000
  15.270 	    3.800 	   -0.036 	    1.000
  15.280 	    3.798 	   -0.086 	    1.000
  15.290 	    3.795 	   -0.151 	    1.000
  15.300 	    3.793 	   -0.215 	    1.000
  15.310 	    3.790 	   -0.258 	    1.000
  15.320 	    3.788 	   -0.287 	    1.000
  15.330 	    3.785 	   -0.316 	    1.000
  15.340 	    3.783 	   -0.344 	    1.000
  15.350 	    3.780 	   -0.366 	    1.000
  15.360 	    3.778 	   -0.380 	    1.000
  15.370 	    3.773 	   -0.395 	    1.000
  15.380 	    3.766 	   -0.409 	    1.000
  15.390 	    3.761 	   -0.423 	    1.000
  15.400 	    3.756 	   -0.438 	    1.000
  15.410 	    3.751 	   -0.452 	    1.000
  15.420 	    3.746 	   -0.466 	    1.000
  15.430 	    3.741 	   -0.488 	    1.000
  15.440 	    3.737 	   -0.516 	    1.000
  15.450 	    3.732 	   -0.538 	    1.000
  15.460 	    3.727 	   -0.545 	    1.000
  15.470 	    3.722 	   -0.552 	    1.000
  15.480 	    3.717 	   -0.567 	    1.000
  15.490 	    3.712 	   -0.581 	    1.000
  15.500 	    3.707 	   -0.595 	    1.000
  15.510 	    3.702 	   -0.610 	    1.000
  15.520 	    3.695 	   -0.624 	    1.000
  15.530 	    3.688 	   -0.638 	    1.000
  15.540 	    3.680 	   -0.653 	    1.000
  15.550 	    3.673 	   -0.667 	    1.000
  15.560 	    3.666 	   -0.681 	    1.000
  15.570 	    3.659 	   -0.696 	    1.000
  15.580 	    3.651 	   -0.710 	    1.000
  15.590 	    3.644 	   -0.717 	    1.000
  15.600 	    3.637 	   -0.710 	    1.000
  15.610 	    3.629 	   -0.696 	    1.000
  15.620 	    3.622 	   -0.681 	    1.000
  15.630 	    3.615 	   -0.667 	    1.000
  15.640 	    3.607 	   -0.653 	    1.000
  15.650 	    3.600 	   -0.638 	    1.000
  15.660 	    3.593 	   -0.624 	    1.000
  15.670 	    3.585 	   -0.610 	    1.000
  15.680 	    3.580 	   -0.588 	    1.000
  15.690 	    3.576 	   -0.552 	    1.000
  15.700 	    3.571 	   -0.509 	    1.000
  15.710 	    3.566 	   -0.466 	    1.000
  15.720 	    3.561 	   -0.423 	    1.000
  15.730 	    3.556 	   -0.373 	    1.000
  15.740 	    3.551 	   -0.316 	    1.000
  15.750 	    3.546 	   -0.258 	    1.000
  15.760 	    3.541 	   -0.208 	    1.000
  15.770 	    3.539 	   -0.165 	    1.000
  15.780 	    3.539 	   -0.122 	    1.000
  15.790 	    3.539 	   -0.079 	    1.000
  15.800 	    3.539 	   -0.036 	    1.000
  15.810 	    3.539 	    0.007 	    1.000
  15.820 	    3.541 	    0.050 	    1.000
  15.830 	    3.544 	    0.100 	    1.000
  15.840 	    3.546 	    0.165 	    1.000
  15.850 	    3.549 	    0.230 	    1.000
  15.860 	    3.551 	    0.280 	    1.000
  15.870 	    3.554 	    0.323 	    1.000
  15.880 	    3.556 	    0.366 	    1.000
  15.890 	    3.559 	    0.409 	    1.000
  15.900 	    3.561 	    0.445 	    1.000
  15.910 	    3.563 	    0.473 	    1.000
  15.920 	    3.568 	    0.502 	    1.000
  15.930 	    3.576 	    0.531 	    1.000
  15.940 	    3.583 	    0.560 	    1.000
  15.950 	    3.590 	    0.588 	    1.000
  15.960 	    3.598 	    0.617 	    1.000
  15.970 	    3.605 	    0.646 	    1.000
  15.980 	    3.612 	    0.674 	    1.000
  15.990 	    3.620 	    0.703 	    1.000
  16.000 	    3.627 	    0.725 	    1.000
  16.010 	    3.634 	    0.732 	    1.000
  16.020 	    3.641 	    0.732 	    1.000
  16.030 	    3.649 	    0.732 	    1.000
  16.040 	    3.656 	    0.732 	    1.000
  16.050 	    3.663 	    0.732 	    1.000
  16.060 	    3.671 	    0.732 	    1.000
  16.070 	    3.678 	    0.732 	    1.000
  16.080 	    3.685 	    0.739 	    1.000
  16.090 	    3.693 	    0.739 	    1.000
  16.100 	    3.700 	    0.725 	    1.000
  16.110 	    3.707 	    0.710 	    1.000
  16.120 	    3.715 	    0.696 	    1.000
  16.130 	    3.722 	    0.681 	    1.000
  16.140 	    3.729 	    0.660 	    1.000
  16.150 	    3.737 	    0.631 	    1.000
  16.160 	    3.744 	    0.603 	    1.000
  16.170 	    3.754 	    0.574 	    1.000
  16.180 	    3.759 	    0.538 	    1.000
  16.190 	    3.763 	    0.495 	    1.000
  16.200 	    3.768 	    0.452 	    1.000
  16.210 	    3.773 	    0.409 	    1.000
  16.220 	    3.778 	    0.366 	    1.000
  16.230 	    3.780 	    0.330 	    1.000
  16.240 	    3.783 	    0.287 	    1.000
  16.250 	    3.785 	    0.222 	    1.000
  16.260 	    3.788 	    0.165 	    1.000
  16.270 	    3.788 	    0.122 	    1.000
  16.280 	    3.788 	    0.072 	    1.000
  16.290 	    3.788 	    0.014 	    1.000
  16.300 	    3.788 	   -0.043 	    1.000
  16.310 	    3.788 	   -0.093 	    1.000
  16.320 	    3.790 	   -0.136 	    1.000
  16.330 	    3.788 	   -0.179 	    1.000
  16.340 	    3.785 	   -0.222 	    1.000
  16.350 	    3.783 	   -0.258 	    1.000
  16.360 	    3.780 	   -0.287 	    1.000
  16.370 	    3.776 	   -0.316 	    1.000
  16.380 	    3.771 	   -0.344 	    1.000
  16.390 	    3.766 	   -0.373 	    1.000
  16.400 	    3.761 	   -0.409 	    1.000
  16.410 	    3.756 	   -0.438 	    1.000
  16.420 	    3.751 	   -0.452 	    1.000
  16.430 	    3.746 	   -0.473 	    1.000
  16.440 	    3.741 	   -0.502 	    1.000
  16.450 	    3.737 	   -0.524 	    1.000
  16.460 	    3.732 	   -0.538 	    1.000
  16.470 	    3.727 	   -0.552 	    1.000
  16.480 	    3.722 	   -0.567 	    1.000
  16.490 	    3.717 	   -0.588 	    1.000
  16.500 	    3.712 	   -0.610 	    1.000
  16.510 	    3.707 	   -0.624 	    1.000
  16.520 	    3.700 	   -0.638 	    1.000
  16.530 	    3.693 	   -0.653 	    1.000
  16.540 	    3.685 	   -0.660 	    1.000
  16.550 	    3.678 	   -0.660 	    1.000
  16.560 	    3.671 	   -0.660 	    1.000
  16.570 	    3.663 	   -0.660 	    1.000
  16.580 	    3.654 	   -0.660 	    1.000
  16.590 	    3.646 	   -0.653 	    1.000
  16.600 	    3.639 	   -0.631 	    1.000
  16.610 	    3.632 	   -0.603 	    1.000
  16.620 	    3.624 	   -0.574 	    1.000
  16.630 	    3.620 	   -0.545 	    1.000
  16.640 	    3.615 	   -0.516 	    1.000
  16.650 	    3.610 	   -0.481 	    1.000
  16.660 	    3.605 	   -0.430 	    1.000
  16.670 	    3.600 	   -0.380 	    1.000
  16.680 	    3.598 	   -0.337 	    1.000
  16.690 	    3.595 	   -0.287 	    1.000
  16.700 	    3.593 	   -0.230 	    1.000
  16.710 	    3.590 	   -0.179 	    1.000
  16.720 	    3.588 	   -0.136 	    1.000
  16.730 	    3.585 	   -0.093 	    1.000
  16.740 	    3.585 	   -0.050 	    1.000
  16.750 	    3.585 	   -0.007 	    1.000
  16.760 	    3.585 	    0.029 	    1.000
  16.770 	    3.585 	    0.057 	    1.000
  16.780 	    3.588 	    0.093 	    1.000
