time	veloc	accel	accelt
  16.790 	    3.590 	    0.136 	    1.000
  16.800 	    3.593 	    0.179 	    1.000
  16.810 	    3.595 	    0.222 	    1.000
  16.820 	    3.598 	    0.258 	    1.000
  16.830 	    3.600 	    0.294 	    1.000
  16.840 	    3.602 	    0.344 	    1.000
  16.850 	    3.605 	    0.402 	    1.000
  16.860 	    3.607 	    0.452 	    1.000
  16.870 	    3.612 	    0.495 	    1.000
  16.880 	    3.617 	    0.538 	    1.000
  16.890 	    3.622 	    0.574 	    1.000
  16.900 	    3.627 	    0.603 	    1.000
  16.910 	    3.632 	    0.631 	    1.000
  16.920 	    3.639 	    0.660 	    1.000
  16.930 	    3.649 	    0.689 	    1.000
  16.940 	    3.659 	    0.717 	    1.000
  16.950 	    3.668 	    0.732 	    1.000
  16.960 	    3.678 	    0.732 	    1.000
  16.970 	    3.688 	    0.732 	    1.000
  16.980 	    3.695 	    0.732 	    1.000
  16.990 	    3.702 	    0.732 	    1.000
  17.000 	    3.710 	    0.725 	    1.000
  17.010 	    3.717 	    0.703 	    1.000
  17.020 	    3.724 	    0.674 	    1.000
  17.030 	    3.732 	    0.646 	    1.000
  17.040 	    3.737 	    0.617 	    1.000
  17.050 	    3.741 	    0.581 	    1.000
  17.060 	    3.746 	    0.545 	    1.000
  17.070 	    3.751 	    0.516 	    1.000
  17.080 	    3.756 	    0.488 	    1.000
  17.090 	    3.761 	    0.452 	    1.000
  17.100 	    3.766 	    0.409 	    1.000
  17.110 	    3.771 	    0.366 	    1.000
  17.120 	    3.776 	    0.330 	    1.000
  17.130 	    3.780 	    0.301 	    1.000
  17.140 	    3.783 	    0.273 	    1.000
  17.150 	    3.785 	    0.244 	    1.000
  17.160 	    3.788 	    0.215 	    1.000
  17.170 	    3.790 	    0.187 	    1.000
  17.180 	    3.790 	    0.158 	    1.000
  17.190 	    3.790 	    0.122 	    1.000
  17.200 	    3.790 	    0.079 	    1.000
  17.210 	    3.790 	    0.036 	    1.000
  17.220 	    3.790 	   -0.000 	    1.000
  17.230 	    3.790 	   -0.029 	    1.000
  17.240 	    3.790 	   -0.065 	    1.000
  17.250 	    3.790 	   -0.108 	    1.000
  17.260 	    3.790 	   -0.143 	    1.000
  17.270 	    3.790 	   -0.172 	    1.000
  17.280 	    3.788 	   -0.208 	    1.000
  17.290 	    3.785 	   -0.251 	    1.000
  17.300 	    3.783 	   -0.287 	    1.000
  17.310 	    3.780 	   -0.316 	    1.000
  17.320 	    3.778 	   -0.344 	    1.000
  17.330 	    3.773 	   -0.373 	    1.000
  17.340 	    3.768 	   -0.402 	    1.000
  17.350 	    3.763 	   -0.430 	    1.000
  17.360 	    3.759 	   -0.452 	    1.000
  17.370 	    3.751 	   -0.466 	    1.000
  17.380 	    3.744 	   -0.488 	    1.000
  17.390 	    3.739 	   -0.516 	    1.000
  17.400 	    3.734 	   -0.545 	    1.000
  17.410 	    3.729 	   -0.567 	    1.000
  17.420 	    3.724 	   -0.581 	    1.000
  17.430 	    3.720 	   -0.595 	    1.000
  17.440 	    3.715 	   -0.610 	    1.000
  17.450 	    3.710 	   -0.617 	    1.000
  17.460 	    3.705 	   -0.617 	    1.000
  17.470 	    3.698 	   -0.624 	    1.000
  17.480 	    3.690 	   -0.638 	    1.000
  17.490 	    3.683 	   -0.653 	    1.000
  17.500 	    3.676 	   -0.660 	    1.000
  17.510 	    3.668 	   -0.660 	    1.000
  17.520 	    3.661 	   -0.660 	    1.000
  17.530 	    3.654 	   -0.667 	    1.000
  17.540 	    3.646 	   -0.681 	    1.000
  17.550 	    3.639 	   -0.689 	    1.000
  17.560 	    3.632 	   -0.689 	    1.000
  17.570 	    3.624 	   -0.689 	    1.000
  17.580 	    3.617 	   -0.689 	    1.000
  17.590 	    3.612 	   -0.681 	    1.000
  17.600 	    3.607 	   -0.667 	    1.000
  17.610 	    3.602 	   -0.653 	    1.000
  17.620 	    3.595 	   -0.638 	    1.000
  17.630 	    3.588 	   -0.624 	    1.000
  17.640 	    3.580 	   -0.603 	    1.000
  17.650 	    3.573 	   -0.574 	    1.000
  17.660 	    3.566 	   -0.545 	    1.000
  17.670 	    3.559 	   -0.524 	    1.000
  17.680 	    3.554 	   -0.509 	    1.000
  17.690 	    3.549 	   -0.488 	    1.000
  17.700 	    3.544 	   -0.452 	    1.000
  17.710 	    3.539 	   -0.409 	    1.000
  17.720 	    3.534 	   -0.366 	    1.000
  17.730 	    3.532 	   -0.316 	    1.000
  17.740 	    3.529 	   -0.258 	    1.000
  17.750 	    3.527 	   -0.201 	    1.000
  17.760 	    3.524 	   -0.151 	    1.000
  17.770 	    3.522 	   -0.108 	    1.000
  17.780 	    3.522 	   -0.065 	    1.000
  17.790 	    3.522 	   -0.014 	    1.000
  17.800 	    3.522 	    0.043 	    1.000
  17.810 	    3.522 	    0.093 	    1.000
  17.820 	    3.524 	    0.136 	    1.000
  17.830 	    3.527 	    0.187 	    1.000
  17.840 	    3.529 	    0.237 	    1.000
  17.850 	    3.532 	    0.280 	    1.000
  17.860 	    3.534 	    0.316 	    1.000
  17.870 	    3.537 	    0.344 	    1.000
  17.880 	    3.541 	    0.373 	    1.000
  17.890 	    3.546 	    0.402 	    1.000
  17.900 	    3.551 	    0.423 	    1.000
  17.910 	    3.556 	    0.438 	    1.000
  17.920 	    3.563 	    0.452 	    1.000
  17.930 	    3.568 	    0.473 	    1.000
  17.940 	    3.573 	    0.509 	    1.000
  17.950 	    3.578 	    0.552 	    1.000
  17.960 	    3.583 	    0.588 	    1.000
  17.970 	    3.588 	    0.617 	    1.000
  17.980 	    3.593 	    0.646 	    1.000
  17.990 	    3.598 	    0.674 	    1.000
  18.000 	    3.602 	    0.689 	    1.000
  18.010 	    3.607 	    0.696 	    1.000
  18.020 	    3.615 	    0.710 	    1.000
  18.030 	    3.624 	    0.725 	    1.000
  18.040 	    3.634 	    0.739 	    1.000
  18.050 	    3.644 	    0.746 	    1.000
  18.060 	    3.654 	    0.746 	    1.000
  18.070 	    3.663 	    0.746 	    1.000
  18.080 	    3.673 	    0.746 	    1.000
  18.090 	    3.680 	    0.746 	    1.000
  18.100 	    3.688 	    0.739 	    1.000
  18.110 	    3.695 	    0.717 	    1.000
  18.120 	    3.702 	    0.689 	    1.000
  18.130 	    3.710 	    0.660 	    1.000
  18.140 	    3.715 	    0.617 	    1.000
  18.150 	    3.720 	    0.560 	    1.000
  18.160 	    3.724 	    0.502 	    1.000
  18.170 	    3.729 	    0.452 	    1.000
  18.180 	    3.734 	    0.402 	    1.000
  18.190 	    3.739 	    0.352 	    1.000
  18.200 	    3.744 	    0.308 	    1.000
  18.210 	    3.749 	    0.265 	    1.000
  18.220 	    3.754 	    0.230 	    1.000
  18.230 	    3.754 	    0.201 	    1.000
  18.240 	    3.754 	    0.165 	    1.000
  18.250 	    3.754 	    0.129 	    1.000
  18.260 	    3.754 	    0.100 	    1.000
  18.270 	    3.751 	    0.072 	    1.000
  18.280 	    3.751 	    0.036 	    1.000
  18.290 	    3.751 	   -0.007 	    1.000
  18.300 	    3.751 	   -0.050 	    1.000
  18.310 	    3.751 	   -0.079 	    1.000
  18.320 	    3.751 	   -0.093 	    1.000
  18.330 	    3.749 	   -0.108 	    1.000
  18.340 	    3.749 	   -0.129 	    1.000
  18.350 	    3.749 	   -0.151 	    1.000
  18.360 	    3.749 	   -0.172 	    1.000
  18.370 	    3.746 	   -0.201 	    1.000
  18.380 	    3.744 	   -0.237 	    1.000
  18.390 	    3.741 	   -0.280 	    1.000
  18.400 	    3.739 	   -0.323 	    1.000
  18.410 	    3.737 	   -0.359 	    1.000
  18.420 	    3.734 	   -0.395 	    1.000
  18.430 	    3.729 	   -0.438 	    1.000
  18.440 	    3.724 	   -0.481 	    1.000
  18.450 	    3.720 	   -0.516 	    1.000
  18.460 	    3.715 	   -0.545 	    1.000
  18.470 	    3.707 	   -0.574 	    1.000
  18.480 	    3.700 	   -0.603 	    1.000
  18.490 	    3.693 	   -0.631 	    1.000
  18.500 	    3.685 	   -0.660 	    1.000
  18.510 	    3.678 	   -0.681 	    1.000
  18.520 	    3.671 	   -0.696 	    1.000
  18.530 	    3.663 	   -0.710 	    1.000
  18.540 	    3.656 	   -0.725 	    1.000
  18.550 	    3.649 	   -0.725 	    1.000
  18.560 	    3.641 	   -0.710 	    1.000
  18.570 	    3.634 	   -0.696 	    1.000
  18.580 	    3.627 	   -0.681 	    1.000
  18.590 	    3.620 	   -0.653 	    1.000
  18.600 	    3.612 	   -0.617 	    1.000
  18.610 	    3.605 	   -0.588 	    1.000
  18.620 	    3.598 	   -0.560 	    1.000
  18.630 	    3.590 	   -0.531 	    1.000
  18.640 	    3.585 	   -0.495 	    1.000
  18.650 	    3.580 	   -0.452 	    1.000
  18.660 	    3.576 	   -0.409 	    1.000
  18.670 	    3.571 	   -0.366 	    1.000
  18.680 	    3.571 	   -0.323 	    1.000
  18.690 	    3.568 	   -0.273 	    1.000
  18.700 	    3.566 	   -0.215 	    1.000
  18.710 	    3.563 	   -0.158 	    1.000
  18.720 	    3.561 	   -0.108 	    1.000
  18.730 	    3.561 	   -0.057 	    1.000
  18.740 	    3.561 	   -0.000 	    1.000
  18.750 	    3.561 	    0.057 	    1.000
  18.760 	    3.561 	    0.100 	    1.000
  18.770 	    3.561 	    0.136 	    1.000
  18.780 	    3.563 	    0.179 	    1.000
  18.790 	    3.566 	    0.230 	    1.000
  18.800 	    3.568 	    0.287 	    1.000
  18.810 	    3.571 	    0.337 	    1.000
  18.820 	    3.576 	    0.380 	    1.000
  18.830 	    3.580 	    0.423 	    1.000
  18.840 	    3.585 	    0.466 	    1.000
  18.850 	    3.590 	    0.509 	    1.000
  18.860 	    3.595 	    0.545 	    1.000
  18.870 	    3.600 	    0.574 	    1.000
  18.880 	    3.607 	    0.603 	    1.000
  18.890 	    3.615 	    0.631 	    1.000
  18.900 	    3.622 	    0.653 	    1.000
  18.910 	    3.629 	    0.667 	    1.000
  18.920 	    3.637 	    0.681 	    1.000
  18.930 	    3.644 	    0.696 	    1.000
  18.940 	    3.651 	    0.710 	    1.000
  18.950 	    3.659 	    0.725 	    1.000
  18.960 	    3.666 	    0.732 	    1.000
  18.970 	    3.673 	    0.732 	    1.000
  18.980 	    3.680 	    0.732 	    1.000
  18.990 	    3.688 	    0.732 	    1.000
  19.000 	    3.695 	    0.725 	    1.000
  19.010 	    3.702 	    0.710 	    1.000
  19.020 	    3.710 	    0.696 	    1.000
  19.030 	    3.717 	    0.681 	    1.000
  19.040 	    3.724 	    0.667 	    1.000
  19.050 	    3.732 	    0.646 	    1.000
  19.060 	    3.739 	    0.617 	    1.000
  19.070 	    3.746 	    0.588 	    1.000
  19.080 	    3.754 	    0.552 	    1.000
  19.090 	    3.759 	    0.509 	    1.000
  19.100 	    3.763 	    0.466 	    1.000
  19.110 	    3.768 	    0.423 	    1.000
  19.120 	    3.773 	    0.380 	    1.000
  19.130 	    3.778 	    0.337 	    1.000
  19.140 	    3.780 	    0.287 	    1.000
  19.150 	    3.783 	    0.230 	    1.000
  19.160 	    3.785 	    0.172 	    1.000
  19.170 	    3.785 	    0.122 	    1.000
  19.180 	    3.785 	    0.072 	    1.000
  19.190 	    3.785 	    0.014 	    1.000
  19.200 	    3.785 	   -0.043 	    1.000
  19.210 	    3.785 	   -0.100 	    1.000
  19.220 	    3.785 	   -0.151 	    1.000
  19.230 	    3.783 	   -0.194 	    1.000
  19.240 	    3.780 	   -0.237 	    1.000
  19.250 	    3.778 	   -0.273 	    1.000
  19.260 	    3.776 	   -0.301 	    1.000
  19.270 	    3.771 	   -0.330 	    1.000
  19.280 	    3.766 	   -0.359 	    1.000
  19.290 	    3.761 	   -0.387 	    1.000
  19.300 	    3.756 	   -0.416 	    1.000
  19.310 	    3.751 	   -0.438 	    1.000
  19.320 	    3.746 	   -0.452 	    1.000
  19.330 	    3.741 	   -0.473 	    1.000
  19.340 	    3.737 	   -0.502 	    1.000
  19.350 	    3.732 	   -0.524 	    1.000
  19.360 	    3.727 	   -0.538 	    1.000
  19.370 	    3.722 	   -0.552 	    1.000
  19.380 	    3.717 	   -0.574 	    1.000
  19.390 	    3.712 	   -0.603 	    1.000
  19.400 	    3.707 	   -0.631 	    1.000
  19.410 	    3.702 	   -0.660 	    1.000
  19.420 	    3.695 	   -0.689 	    1.000
  19.430 	    3.688 	   -0.717 	    1.000
  19.440 	    3.680 	   -0.739 	    1.000
  19.450 	    3.673 	   -0.753 	    1.000
  19.460 	    3.666 	   -0.768 	    1.000
  19.470 	    3.656 	   -0.782 	    1.000
  19.480 	    3.646 	   -0.796 	    1.000
  19.490 	    3.637 	   -0.803 	    1.000
  19.500 	    3.627 	   -0.796 	    1.000
  19.510 	    3.617 	   -0.782 	    1.000
  19.520 	    3.607 	   -0.768 	    1.000
  19.530 	    3.600 	   -0.753 	    1.000
  19.540 	    3.593 	   -0.739 	    1.000
  19.550 	    3.585 	   -0.717 	    1.000
  19.560 	    3.578 	   -0.689 	    1.000
  19.570 	    3.571 	   -0.660 	    1.000
  19.580 	    3.566 	   -0.638 	    1.000
  19.590 	    3.561 	   -0.610 	    1.000
  19.600 	    3.556 	   -0.567 	    1.000
  19.610 	    3.551 	   -0.531 	    1.000
  19.620 	    3.546 	   -0.502 	    1.000
  19.630 	    3.541 	   -0.473 	    1.000
  19.640 	    3.537 	   -0.438 	    1.000
  19.650 	    3.532 	   -0.395 	    1.000
  19.660 	    3.527 	   -0.359 	    1.000
  19.670 	    3.520 	   -0.330 	    1.000
  19.680 	    3.517 	   -0.301 	    1.000
  19.690 	    3.515 	   -0.265 	    1.000
  19.700 	    3.512 	   -0.222 	    1.000
  19.710 	    3.510 	   -0.179 	    1.000
  19.720 	    3.507 	   -0.136 	    1.000
  19.730 	    3.507 	   -0.093 	    1.000
  19.740 	    3.507 	   -0.043 	    1.000
  19.750 	    3.507 	    0.022 	    1.000
  19.760 	    3.507 	    0.079 	    1.000
  19.770 	    3.507 	    0.122 	    1.000
  19.780 	    3.510 	    0.165 	    1.000
  19.790 	    3.512 	    0.215 	    1.000
  19.800 	    3.515 	    0.273 	    1.000
  19.810 	    3.517 	    0.323 	    1.000
  19.820 	    3.520 	    0.366 	    1.000
  19.830 	    3.524 	    0.409 	    1.000
  19.840 	    3.529 	    0.452 	    1.000
  19.850 	    3.534 	    0.488 	    1.000
  19.860 	    3.539 	    0.509 	    1.000
  19.870 	    3.544 	    0.524 	    1.000
  19.880 	    3.551 	    0.545 	    1.000
  19.890 	    3.559 	    0.567 	    1.000
  19.900 	    3.566 	    0.581 	    1.000
  19.910 	    3.573 	    0.588 	    1.000
  19.920 	    3.580 	    0.588 	    1.000
  19.930 	    3.588 	    0.588 	    1.000
  19.940 	    3.593 	    0.588 	    1.000
  19.950 	    3.598 	    0.588 	    1.000
  19.960 	    3.602 	    0.581 	    1.000
  19.970 	    3.610 	    0.567 	    1.000
  19.980 	    3.615 	    0.560 	    1.000
  19.990 	    3.620 	    0.567 	    1.000
  20.000 	    3.624 	    0.574 	    1.000
  20.010 	    3.629 	    0.574 	    1.000
  20.020 	    3.634 	    0.581 	    1.000
  20.030 	    3.639 	    0.595 	    1.000
  20.040 	    3.644 	    0.610 	    1.000
  20.050 	    3.649 	    0.610 	    1.000
  20.060 	    3.654 	    0.603 	    1.000
  20.070 	    3.661 	    0.603 	    1.000
  20.080 	    3.671 	    0.595 	    1.000
  20.090 	    3.678 	    0.581 	    1.000
  20.100 	    3.685 	    0.560 	    1.000
  20.110 	    3.693 	    0.531 	    1.000
  20.120 	    3.700 	    0.502 	    1.000
  20.130 	    3.707 	    0.473 	    1.000
  20.140 	    3.712 	    0.445 	    1.000
  20.150 	    3.717 	    0.409 	    1.000
  20.160 	    3.722 	    0.359 	    1.000
  20.170 	    3.724 	    0.308 	    1.000
  20.180 	    3.727 	    0.258 	    1.000
  20.190 	    3.727 	    0.201 	    1.000
  20.200 	    3.727 	    0.143 	    1.000
  20.210 	    3.727 	    0.086 	    1.000
  20.220 	    3.727 	    0.036 	    1.000
  20.230 	    3.727 	   -0.007 	    1.000
  20.240 	    3.727 	   -0.050 	    1.000
  20.250 	    3.727 	   -0.086 	    1.000
  20.260 	    3.727 	   -0.115 	    1.000
  20.270 	    3.724 	   -0.136 	    1.000
  20.280 	    3.722 	   -0.151 	    1.000
  20.290 	    3.720 	   -0.172 	    1.000
  20.300 	    3.717 	   -0.194 	    1.000
  20.310 	    3.715 	   -0.208 	    1.000
  20.320 	    3.712 	   -0.222 	    1.000
  20.330 	    3.710 	   -0.244 	    1.000
  20.340 	    3.707 	   -0.273 	    1.000
  20.350 	    3.705 	   -0.294 	    1.000
  20.360 	    3.702 	   -0.308 	    1.000
  20.370 	    3.700 	   -0.323 	    1.000
  20.380 	    3.695 	   -0.337 	    1.000
  20.390 	    3.693 	   -0.359 	    1.000
  20.400 	    3.690 	   -0.387 	    1.000
  20.410 	    3.688 	   -0.416 	    1.000
  20.420 	    3.683 	   -0.445 	    1.000
  20.430 	    3.678 	   -0.481 	    1.000
  20.440 	    3.673 	   -0.524 	    1.000
  20.450 	    3.668 	   -0.567 	    1.000
  20.460 	    3.663 	   -0.603 	    1.000
  20.470 	    3.659 	   -0.638 	    1.000
  20.480 	    3.651 	   -0.681 	    1.000
  20.490 	    3.644 	   -0.717 	    1.000
  20.500 	    3.637 	   -0.739 	    1.000
  20.510 	    3.629 	   -0.753 	    1.000
  20.520 	    3.620 	   -0.768 	    1.000
  20.530 	    3.610 	   -0.775 	    1.000
  20.540 	    3.600 	   -0.775 	    1.000
  20.550 	    3.590 	   -0.775 	    1.000
  20.560 	    3.580 	   -0.768 	    1.000
  20.570 	    3.571 	   -0.753 	    1.000
  20.580 	    3.563 	   -0.739 	    1.000
  20.590 	    3.556 	   -0.710 	    1.000
  20.600 	    3.549 	   -0.660 	    1.000
  20.610 	    3.541 	   -0.603 	    1.000
  20.620 	    3.537 	   -0.545 	    1.000
  20.630 	    3.532 	   -0.488 	    1.000
  20.640 	    3.527 	   -0.423 	    1.000
  20.650 	    3.522 	   -0.352 	    1.000
  20.660 	    3.517 	   -0.287 	    1.000
  20.670 	    3.512 	   -0.230 	    1.000
  20.680 	    3.512 	   -0.165 	    1.000
  20.690 	    3.512 	   -0.093 	    1.000
  20.700 	    3.512 	   -0.029 	    1.000
  20.710 	    3.512 	    0.029 	    1.000
  20.720 	    3.512 	    0.086 	    1.000
  20.730 	    3.515 	    0.143 	    1.000
  20.740 	    3.517 	    0.208 	    1.000
  20.750 	    3.520 	    0.280 	    1.000
  20.760 	    3.522 	    0.337 	    1.000
  20.770 	    3.527 	    0.380 	    1.000
  20.780 	    3.532 	    0.423 	    1.000
  20.790 	    3.537 	    0.466 	    1.000
  20.800 	    3.541 	    0.509 	    1.000
  20.810 	    3.546 	    0.545 	    1.000
  20.820 	    3.551 	    0.574 	    1.000
  20.830 	    3.559 	    0.603 	    1.000
  20.840 	    3.566 	    0.638 	    1.000
  20.850 	    3.573 	    0.674 	    1.000
  20.860 	    3.580 	    0.703 	    1.000
  20.870 	    3.588 	    0.732 	    1.000
  20.880 	    3.595 	    0.760 	    1.000
  20.890 	    3.602 	    0.789 	    1.000
  20.900 	    3.610 	    0.818 	    1.000
  20.910 	    3.617 	    0.839 	    1.000
  20.920 	    3.624 	    0.854 	    1.000
  20.930 	    3.634 	    0.868 	    1.000
  20.940 	    3.644 	    0.875 	    1.000
  20.950 	    3.654 	    0.875 	    1.000
  20.960 	    3.663 	    0.875 	    1.000
  20.970 	    3.673 	    0.875 	    1.000
  20.980 	    3.683 	    0.875 	    1.000
  20.990 	    3.693 	    0.868 	    1.000
  21.000 	    3.702 	    0.846 	    1.000
  21.010 	    3.712 	    0.811 	    1.000
  21.020 	    3.722 	    0.768 	    1.000
  21.030 	    3.729 	    0.725 	    1.000
  21.040 	    3.737 	    0.681 	    1.000
  21.050 	    3.744 	    0.631 	    1.000
  21.060 	    3.751 	    0.574 	    1.000
  21.070 	    3.759 	    0.516 	    1.000
  21.080 	    3.763 	    0.459 	    1.000
  21.090 	    3.766 	    0.395 	    1.000
  21.100 	    3.768 	    0.323 	    1.000
  21.110 	    3.771 	    0.258 	    1.000
  21.120 	    3.773 	    0.201 	    1.000
  21.130 	    3.776 	    0.143 	    1.000
  21.140 	    3.776 	    0.086 	    1.000
  21.150 	    3.776 	    0.029 	    1.000
  21.160 	    3.776 	   -0.022 	    1.000
  21.170 	    3.776 	   -0.057 	    1.000
  21.180 	    3.773 	   -0.093 	    1.000
  21.190 	    3.771 	   -0.136 	    1.000
  21.200 	    3.768 	   -0.179 	    1.000
  21.210 	    3.766 	   -0.222 	    1.000
  21.220 	    3.763 	   -0.258 	    1.000
  21.230 	    3.761 	   -0.287 	    1.000
  21.240 	    3.759 	   -0.316 	    1.000
  21.250 	    3.756 	   -0.344 	    1.000
  21.260 	    3.754 	   -0.366 	    1.000
  21.270 	    3.749 	   -0.380 	    1.000
  21.280 	    3.744 	   -0.395 	    1.000
  21.290 	    3.739 	   -0.409 	    1.000
  21.300 	    3.734 	   -0.423 	    1.000
  21.310 	    3.729 	   -0.438 	    1.000
  21.320 	    3.724 	   -0.452 	    1.000
  21.330 	    3.720 	   -0.481 	    1.000
  21.340 	    3.715 	   -0.516 	    1.000
  21.350 	    3.710 	   -0.538 	    1.000
  21.360 	    3.705 	   -0.552 	    1.000
  21.370 	    3.700 	   -0.567 	    1.000
  21.380 	    3.695 	   -0.581 	    1.000
  21.390 	    3.690 	   -0.595 	    1.000
  21.400 	    3.685 	   -0.603 	    1.000
  21.410 	    3.680 	   -0.603 	    1.000
  21.420 	    3.671 	   -0.603 	    1.000
  21.430 	    3.663 	   -0.610 	    1.000
  21.440 	    3.656 	   -0.624 	    1.000
  21.450 	    3.649 	   -0.638 	    1.000
  21.460 	    3.641 	   -0.653 	    1.000
  21.470 	    3.634 	   -0.667 	    1.000
  21.480 	    3.627 	   -0.681 	    1.000
  21.490 	    3.622 	   -0.696 	    1.000
  21.500 	    3.617 	   -0.696 	    1.000
  21.510 	    3.612 	   -0.689 	    1.000
  21.520 	    3.605 	   -0.689 	    1.000
  21.530 	    3.598 	   -0.689 	    1.000
  21.540 	    3.590 	   -0.689 	    1.000
  21.550 	    3.583 	   -0.689 	    1.000
  21.560 	    3.576 	   -0.689 	    1.000
