time	 veloc	 accel 
130.15000 	  3.53651 	 -1.51504 	 
130.16000 	  3.52162 	 -1.46228 	 
130.17000 	  3.50727 	 -1.40833 	 
130.18000 	  3.49346 	 -1.35337 	 
130.19000 	  3.48021 	 -1.29423 	 
130.20000 	  3.46760 	 -1.22661 	 
130.21000 	  3.45572 	 -1.14751 	 
130.22000 	  3.44469 	 -1.05670 	 
130.23000 	  3.43461 	 -0.95690 	 
130.24000 	  3.42557 	 -0.85261 	 
130.25000 	  3.41756 	 -0.74822 	 
130.26000 	  3.41059 	 -0.64629 	 
130.27000 	  3.40463 	 -0.54667 	 
130.28000 	  3.39966 	 -0.44696 	 
130.29000 	  3.39570 	 -0.34389 	 
130.30000 	  3.39280 	 -0.23504 	 
130.31000 	  3.39102 	 -0.12017 	 
130.32000 	  3.39041 	 -0.00148 	 
130.33000 	  3.39099 	  0.11725 	 
130.34000 	  3.39274 	  0.23221 	 
130.35000 	  3.39562 	  0.34121 	 
130.36000 	  3.39955 	  0.44445 	 
130.37000 	  3.40449 	  0.54433 	 
130.38000 	  3.41043 	  0.64414 	 
130.39000 	  3.41738 	  0.74627 	 
130.40000 	  3.42537 	  0.85088 	 
130.41000 	  3.43440 	  0.95544 	 
130.42000 	  3.44446 	  1.05555 	 
130.43000 	  3.45548 	  1.14671 	 
130.44000 	  3.46736 	  1.22617 	 
130.45000 	  3.47997 	  1.29412 	 
130.46000 	  3.49321 	  1.35357 	 
130.47000 	  3.50702 	  1.40878 	 
130.48000 	  3.52138 	  1.46296 	 
130.49000 	  3.53628 	  1.51593 	 
130.50000 	  3.55168 	  1.56304 	 
130.51000 	  3.56749 	  1.59561 	 
130.52000 	  3.58351 	  1.60326 	 
130.53000 	  3.59944 	  1.57713 	 
130.54000 	  3.61493 	  1.51305 	 
130.55000 	  3.62959 	  1.41344 	 
130.56000 	  3.64311 	  1.28729 	 
130.57000 	  3.65529 	  1.14817 	 
130.58000 	  3.66608 	  1.01081 	 
130.59000 	  3.67555 	  0.88755 	 
130.60000 	  3.68390 	  0.78568 	 
130.61000 	  3.69134 	  0.70647 	 
130.62000 	  3.69809 	  0.64603 	 
130.63000 	  3.70430 	  0.59763 	 
130.64000 	  3.71006 	  0.55432 	 
130.65000 	  3.71539 	  0.51115 	 
130.66000 	  3.72028 	  0.46617 	 
130.67000 	  3.72471 	  0.42012 	 
130.68000 	  3.72868 	  0.37521 	 
130.69000 	  3.73223 	  0.33359 	 
130.70000 	  3.73537 	  0.29623 	 
130.71000 	  3.73816 	  0.26257 	 
130.72000 	  3.74063 	  0.23099 	 
130.73000 	  3.74278 	  0.19969 	 
130.74000 	  3.74462 	  0.16751 	 
130.75000 	  3.74613 	  0.13438 	 
130.76000 	  3.74731 	  0.10108 	 
130.77000 	  3.74815 	  0.06865 	 
130.78000 	  3.74868 	  0.03770 	 
130.79000 	  3.74891 	  0.00802 	 
130.80000 	  3.74885 	 -0.02128 	 
130.81000 	  3.74848 	 -0.05132 	 
130.82000 	  3.74782 	 -0.08277 	 
130.83000 	  3.74682 	 -0.11551 	 
130.84000 	  3.74550 	 -0.14872 	 
130.85000 	  3.74385 	 -0.18136 	 
130.86000 	  3.74188 	 -0.21292 	 
130.87000 	  3.73960 	 -0.24391 	 
130.88000 	  3.73700 	 -0.27581 	 
130.89000 	  3.73407 	 -0.31047 	 
130.90000 	  3.73078 	 -0.34921 	 
130.91000 	  3.72707 	 -0.39201 	 
130.92000 	  3.72293 	 -0.43738 	 
130.93000 	  3.71832 	 -0.48298 	 
130.94000 	  3.71327 	 -0.52699 	 
130.95000 	  3.70779 	 -0.56958 	 
130.96000 	  3.70188 	 -0.61390 	 
130.97000 	  3.69549 	 -0.66584 	 
130.98000 	  3.68851 	 -0.73257 	 
130.99000 	  3.68077 	 -0.82007 	 
131.00000 	  3.67203 	 -0.93046 	 
131.01000 	  3.66209 	 -1.06019 	 
131.02000 	  3.65079 	 -1.19984 	 
131.03000 	  3.63811 	 -1.33576 	 
131.04000 	  3.62414 	 -1.45323 	 
131.05000 	  3.60914 	 -1.54008 	 
131.06000 	  3.59346 	 -1.58968 	 
131.07000 	  3.57747 	 -1.60224 	 
131.08000 	  3.56152 	 -1.58402 	 
131.09000 	  3.54586 	 -1.54487 	 
131.10000 	  3.53066 	 -1.49488 	 
131.11000 	  3.51598 	 -1.44136 	 
131.12000 	  3.50183 	 -1.38722 	 
131.13000 	  3.48824 	 -1.33113 	 
131.14000 	  3.47523 	 -1.26918 	 
131.15000 	  3.46289 	 -1.19732 	 
131.16000 	  3.45133 	 -1.11352 	 
131.17000 	  3.44066 	 -1.01876 	 
131.18000 	  3.43097 	 -0.91664 	 
131.19000 	  3.42233 	 -0.81187 	 
131.20000 	  3.41473 	 -0.70827 	 
131.21000 	  3.40816 	 -0.60739 	 
131.22000 	  3.40258 	 -0.50811 	 
131.23000 	  3.39800 	 -0.40748 	 
131.24000 	  3.39445 	 -0.30235 	 
131.25000 	  3.39197 	 -0.19105 	 
131.26000 	  3.39064 	 -0.07432 	 
131.27000 	  3.39050 	  0.04487 	 
131.28000 	  3.39154 	  0.16254 	 
131.29000 	  3.39373 	  0.27532 	 
131.30000 	  3.39702 	  0.38191 	 
131.31000 	  3.40135 	  0.48348 	 
131.32000 	  3.40668 	  0.58295 	 
131.33000 	  3.41301 	  0.68348 	 
131.34000 	  3.42036 	  0.78671 	 
131.35000 	  3.42875 	  0.89173 	 
131.36000 	  3.43819 	  0.99513 	 
131.37000 	  3.44864 	  1.09224 	 
131.38000 	  3.46000 	  1.17904 	 
131.39000 	  3.47218 	  1.25383 	 
131.40000 	  3.48504 	  1.31800 	 
131.41000 	  3.49851 	  1.37530 	 
131.42000 	  3.51254 	  1.42987 	 
131.43000 	  3.52711 	  1.48384 	 
131.44000 	  3.54221 	  1.53534 	 
131.45000 	  3.55779 	  1.57798 	 
131.46000 	  3.57371 	  1.60210 	 
131.47000 	  3.58973 	  1.59748 	 
131.48000 	  3.60554 	  1.55677 	 
131.49000 	  3.62074 	  1.47820 	 
131.50000 	  3.63499 	  1.36690 	 
131.51000 	  3.64801 	  1.23395 	 
131.52000 	  3.65964 	  1.09382 	 
131.53000 	  3.66991 	  0.96071 	 
131.54000 	  3.67892 	  0.84523 	 
131.55000 	  3.68689 	  0.75233 	 
131.56000 	  3.69404 	  0.68109 	 
131.57000 	  3.70056 	  0.62620 	 
131.58000 	  3.70659 	  0.58053 	 
131.59000 	  3.71218 	  0.53771 	 
131.60000 	  3.71734 	  0.49390 	 
131.61000 	  3.72205 	  0.44830 	 
131.62000 	  3.72631 	  0.40240 	 
131.63000 	  3.73011 	  0.35856 	 
131.64000 	  3.73349 	  0.31857 	 
131.65000 	  3.73650 	  0.28279 	 
131.66000 	  3.73916 	  0.25016 	 
131.67000 	  3.74150 	  0.21888 	 
131.68000 	  3.74353 	  0.18731 	 
131.69000 	  3.74525 	  0.15472 	 
131.70000 	  3.74663 	  0.12140 	 
131.71000 	  3.74767 	  0.08833 	 
131.72000 	  3.74840 	  0.05644 	 
131.73000 	  3.74881 	  0.02605 	 
131.74000 	  3.74892 	 -0.00334 	 
131.75000 	  3.74874 	 -0.03281 	 
131.76000 	  3.74826 	 -0.06336 	 
131.77000 	  3.74747 	 -0.09537 	 
131.78000 	  3.74635 	 -0.12842 	 
131.79000 	  3.74490 	 -0.16151 	 
131.80000 	  3.74312 	 -0.19375 	 
131.81000 	  3.74103 	 -0.22497 	 
131.82000 	  3.73862 	 -0.25610 	 
131.83000 	  3.73590 	 -0.28886 	 
131.84000 	  3.73284 	 -0.32500 	 
131.85000 	  3.72939 	 -0.36541 	 
131.86000 	  3.72552 	 -0.40945 	 
131.87000 	  3.72119 	 -0.45520 	 
131.88000 	  3.71641 	 -0.50032 	 
131.89000 	  3.71119 	 -0.54361 	 
131.90000 	  3.70554 	 -0.58633 	 
131.91000 	  3.69945 	 -0.63278 	 
131.92000 	  3.69285 	 -0.68962 	 
131.93000 	  3.68560 	 -0.76388 	 
131.94000 	  3.67750 	 -0.86030 	 
131.95000 	  3.66832 	 -0.97897 	 
131.96000 	  3.65787 	 -1.11396 	 
131.97000 	  3.64603 	 -1.25392 	 
131.98000 	  3.63282 	 -1.38436 	 
131.99000 	  3.61842 	 -1.49112 	 
132.00000 	  3.60311 	 -1.56392 	 
132.01000 	  3.58727 	 -1.59873 	 
132.02000 	  3.57126 	 -1.59832 	 
132.03000 	  3.55539 	 -1.57071 	 
132.04000 	  3.53990 	 -1.52625 	 
132.05000 	  3.52489 	 -1.47424 	 
132.06000 	  3.51042 	 -1.42038 	 
132.07000 	  3.49649 	 -1.36584 	 
132.08000 	  3.48311 	 -1.30800 	 
132.09000 	  3.47035 	 -1.24261 	 
132.10000 	  3.45830 	 -1.16620 	 
132.11000 	  3.44707 	 -1.07785 	 
132.12000 	  3.43677 	 -0.97970 	 
132.13000 	  3.42749 	 -0.87600 	 
132.14000 	  3.41926 	 -0.77133 	 
132.15000 	  3.41206 	 -0.66876 	 
132.16000 	  3.40587 	 -0.56877 	 
132.17000 	  3.40068 	 -0.46936 	 
132.18000 	  3.39649 	 -0.36730 	 
132.19000 	  3.39335 	 -0.25985 	 
132.20000 	  3.39132 	 -0.14622 	 
132.21000 	  3.39044 	 -0.02808 	 
132.22000 	  3.39076 	  0.09099 	 
132.23000 	  3.39225 	  0.20707 	 
132.24000 	  3.39488 	  0.31746 	 
132.25000 	  3.39858 	  0.42184 	 
132.26000 	  3.40330 	  0.52219 	 
132.27000 	  3.40902 	  0.62175 	 
132.28000 	  3.41575 	  0.72326 	 
132.29000 	  3.42350 	  0.82744 	 
132.30000 	  3.43230 	  0.93235 	 
132.31000 	  3.44213 	  1.03387 	 
132.32000 	  3.45295 	  1.12735 	 
132.33000 	  3.46464 	  1.20951 	 
132.34000 	  3.47710 	  1.27986 	 
132.35000 	  3.49021 	  1.34084 	 
132.36000 	  3.50390 	  1.39664 	 
132.37000 	  3.51814 	  1.45091 	 
132.38000 	  3.53291 	  1.50440 	 
132.39000 	  3.54821 	  1.55344 	 
132.40000 	  3.56394 	  1.59014 	 
132.41000 	  3.57994 	  1.60422 	 
132.42000 	  3.59592 	  1.58619 	 
132.43000 	  3.61154 	  1.53061 	 
132.44000 	  3.62641 	  1.43835 	 
132.45000 	  3.64020 	  1.31705 	 
132.46000 	  3.65270 	  1.17953 	 
132.47000 	  3.66379 	  1.04057 	 
132.48000 	  3.67355 	  0.91333 	 
132.49000 	  3.68213 	  0.80638 	 
132.50000 	  3.68975 	  0.72229 	 
132.51000 	  3.69664 	  0.65820 	 
132.52000 	  3.70296 	  0.60775 	 
132.53000 	  3.70882 	  0.56383 	 
132.54000 	  3.71424 	  0.52091 	 
132.55000 	  3.71923 	  0.47635 	 
132.56000 	  3.72376 	  0.43037 	 
132.57000 	  3.72784 	  0.38500 	 
132.58000 	  3.73147 	  0.34251 	 
132.59000 	  3.73470 	  0.30419 	 
132.60000 	  3.73757 	  0.26983 	 
132.61000 	  3.74011 	  0.23795 	 
132.62000 	  3.74233 	  0.20671 	 
132.63000 	  3.74424 	  0.17477 	 
132.64000 	  3.74582 	  0.14181 	 
132.65000 	  3.74707 	  0.10846 	 
132.66000 	  3.74799 	  0.07576 	 
132.67000 	  3.74859 	  0.04447 	 
132.68000 	  3.74889 	  0.01457 	 
132.69000 	  3.74889 	 -0.01472 	 
132.70000 	  3.74859 	 -0.04451 	 
132.71000 	  3.74799 	 -0.07563 	 
132.72000 	  3.74707 	 -0.10814 	 
132.73000 	  3.74583 	 -0.14133 	 
132.74000 	  3.74425 	 -0.17417 	 
132.75000 	  3.74235 	 -0.20597 	 
132.76000 	  3.74013 	 -0.23699 	 
132.77000 	  3.73761 	 -0.26853 	 
132.78000 	  3.73475 	 -0.30242 	 
132.79000 	  3.73154 	 -0.34020 	 
132.80000 	  3.72794 	 -0.38217 	 
132.81000 	  3.72389 	 -0.42716 	 
132.82000 	  3.71939 	 -0.47291 	 
132.83000 	  3.71444 	 -0.51735 	 
132.84000 	  3.70905 	 -0.56010 	 
132.85000 	  3.70323 	 -0.60361 	 
132.86000 	  3.69696 	 -0.65323 	 
132.87000 	  3.69012 	 -0.71607 	 
132.88000 	  3.68257 	 -0.79858 	 
132.89000 	  3.67408 	 -0.90396 	 
132.90000 	  3.66442 	 -1.03000 	 
132.91000 	  3.65343 	 -1.16852 	 
132.92000 	  3.64105 	 -1.30656 	 
132.93000 	  3.62735 	 -1.42934 	 
132.94000 	  3.61256 	 -1.52382 	 
132.95000 	  3.59700 	 -1.58195 	 
132.96000 	  3.58105 	 -1.60240 	 
132.97000 	  3.56506 	 -1.59027 	 
132.98000 	  3.54932 	 -1.55487 	 
132.99000 	  3.53400 	 -1.50652 	 
133.00000 	  3.51920 	 -1.45337 	 
133.01000 	  3.50494 	 -1.39935 	 
133.02000 	  3.49122 	 -1.34398 	 
133.03000 	  3.47808 	 -1.28372 	 
133.04000 	  3.46558 	 -1.21435 	 
133.05000 	  3.45383 	 -1.13323 	 
133.06000 	  3.44295 	 -1.04067 	 
133.07000 	  3.43304 	 -0.93980 	 
133.08000 	  3.42417 	 -0.83522 	 
133.09000 	  3.41634 	 -0.73113 	 
133.10000 	  3.40954 	 -0.62966 	 
133.11000 	  3.40374 	 -0.53024 	 
133.12000 	  3.39893 	 -0.43020 	 
133.13000 	  3.39515 	 -0.32629 	 
133.14000 	  3.39243 	 -0.21639 	 
133.15000 	  3.39084 	 -0.10068 	 
133.16000 	  3.39042 	  0.01830 	 
133.17000 	  3.39120 	  0.13664 	 
133.18000 	  3.39314 	  0.25071 	 
133.19000 	  3.39620 	  0.35867 	 
133.20000 	  3.40030 	  0.46114 	 
133.21000 	  3.40541 	  0.56079 	 
133.22000 	  3.41152 	  0.66086 	 
133.23000 	  3.41863 	  0.76347 	 
133.24000 	  3.42679 	  0.86831 	 
133.25000 	  3.43600 	  0.97246 	 
133.26000 	  3.44622 	  1.07138 	 
133.27000 	  3.45739 	  1.16072 	 
133.28000 	  3.46940 	  1.23817 	 
133.29000 	  3.48212 	  1.30445 	 
133.30000 	  3.49546 	  1.36290 	 
133.31000 	  3.50937 	  1.41778 	 
133.32000 	  3.52381 	  1.47189 	 
133.33000 	  3.53880 	  1.52434 	 
133.34000 	  3.55428 	  1.56971 	 
133.35000 	  3.57014 	  1.59887 	 
133.36000 	  3.58617 	  1.60145 	 
133.37000 	  3.60205 	  1.56916 	 
133.38000 	  3.61742 	  1.49884 	 
133.39000 	  3.63191 	  1.39405 	 
133.40000 	  3.64522 	  1.26474 	 
133.41000 	  3.65717 	  1.12491 	 
133.42000 	  3.66773 	  0.98914 	 
133.43000 	  3.67701 	  0.86909 	 
133.44000 	  3.68519 	  0.77104 	 
133.45000 	  3.69250 	  0.69531 	 
133.46000 	  3.69916 	  0.63738 	 
133.47000 	  3.70529 	  0.59027 	 
133.48000 	  3.71097 	  0.54725 	 
133.49000 	  3.71623 	  0.50383 	 
133.50000 	  3.72104 	  0.45857 	 
133.51000 	  3.72540 	  0.41254 	 
133.52000 	  3.72930 	  0.36804 	 
133.53000 	  3.73277 	  0.32710 	 
133.54000 	  3.73586 	  0.29043 	 
133.55000 	  3.73859 	  0.25725 	 
133.56000 	  3.74101 	  0.22583 	 
133.57000 	  3.74311 	  0.19443 	 
133.58000 	  3.74489 	  0.16207 	 
133.59000 	  3.74635 	  0.12884 	 
133.60000 	  3.74747 	  0.09562 	 
133.61000 	  3.74826 	  0.06341 	 
133.62000 	  3.74874 	  0.03271 	 
133.63000 	  3.74892 	  0.00317 	 
133.64000 	  3.74881 	 -0.02618 	 
133.65000 	  3.74840 	 -0.05642 	 
133.66000 	  3.74767 	 -0.08812 	 
133.67000 	  3.74663 	 -0.12101 	 
133.68000 	  3.74525 	 -0.15419 	 
133.69000 	  3.74355 	 -0.18666 	 
133.70000 	  3.74152 	 -0.21807 	 
133.71000 	  3.73919 	 -0.24909 	 
133.72000 	  3.73654 	 -0.28132 	 
133.73000 	  3.73355 	 -0.31659 	 
133.74000 	  3.73019 	 -0.35604 	 
133.75000 	  3.72642 	 -0.39941 	 
133.76000 	  3.72220 	 -0.44498 	 
133.77000 	  3.71752 	 -0.49041 	 
133.78000 	  3.71239 	 -0.53410 	 
133.79000 	  3.70684 	 -0.57668 	 
133.80000 	  3.70085 	 -0.62179 	 
133.81000 	  3.69437 	 -0.67568 	 
133.82000 	  3.68728 	 -0.74552 	 
133.83000 	  3.67939 	 -0.83680 	 
133.84000 	  3.67047 	 -0.95080 	 
133.85000 	  3.66032 	 -1.08297 	 
133.86000 	  3.64879 	 -1.22302 	 
133.87000 	  3.63588 	 -1.35688 	 
133.88000 	  3.62172 	 -1.46999 	 
133.89000 	  3.60658 	 -1.55095 	 
133.90000 	  3.59083 	 -1.59422 	 
133.91000 	  3.57482 	 -1.60111 	 
133.92000 	  3.55890 	 -1.57869 	 
133.93000 	  3.54331 	 -1.53710 	 
133.94000 	  3.52819 	 -1.48612 	 
133.95000 	  3.51360 	 -1.43242 	 
133.96000 	  3.49954 	 -1.37814 	 
133.97000 	  3.48604 	 -1.32139 	 
133.98000 	  3.47314 	 -1.25804 	 
133.99000 	  3.46092 	 -1.18428 	 
134.00000 	  3.44949 	 -1.09851 	 
134.01000 	  3.43898 	 -1.00222 	 
134.02000 	  3.42947 	 -0.89934 	 
134.03000 	  3.42100 	 -0.79454 	 
134.04000 	  3.41357 	 -0.69137 	 
134.05000 	  3.40716 	 -0.59090 	 
134.06000 	  3.40175 	 -0.49162 	 
134.07000 	  3.39734 	 -0.39044 	 
134.08000 	  3.39396 	 -0.28435 	 
134.09000 	  3.39167 	 -0.17203 	 
134.10000 	  3.39054 	 -0.05464 	 
134.11000 	  3.39059 	  0.06458 	 
134.12000 	  3.39182 	  0.18163 	 
134.13000 	  3.39420 	  0.29341 	 
134.14000 	  3.39767 	  0.39903 	 
134.15000 	  3.40217 	  0.50002 	 
134.16000 	  3.40766 	  0.59946 	 
134.17000 	  3.41416 	  0.70038 	 
134.18000 	  3.42168 	  0.80405 	 
134.19000 	  3.43025 	  0.90910 	 
134.20000 	  3.43985 	  1.01178 	 
134.21000 	  3.45046 	  1.10742 	 
134.22000 	  3.46197 	  1.19226 	 
134.23000 	  3.47426 	  1.26512 	 
134.24000 	  3.48723 	  1.32785 	 
134.25000 	  3.50080 	  1.38443 	 
134.26000 	  3.51492 	  1.43885 	 
134.27000 	  3.52957 	  1.49266 	 
134.28000 	  3.54476 	  1.54325 	 
134.29000 	  3.56041 	  1.58354 	 
134.30000 	  3.57636 	  1.60357 	 
134.31000 	  3.59238 	  1.59336 	 
134.32000 	  3.60811 	  1.54631 	 
134.33000 	  3.62318 	  1.46179 	 
134.34000 	  3.63724 	  1.34600 	 
134.35000 	  3.65003 	  1.21083 	 
134.36000 	  3.66144 	  1.07094 	 
134.37000 	  3.67148 	  0.94015 	 
134.38000 	  3.68030 	  0.82823 	 
134.39000 	  3.68812 	  0.73913 	 
134.40000 	  3.69516 	  0.67105 	 
134.41000 	  3.70159 	  0.61819 	 
134.42000 	  3.70755 	  0.57338 	 
134.43000 	  3.71307 	  0.53057 	 
134.44000 	  3.71815 	  0.48645 	 
134.45000 	  3.72279 	  0.44066 	 
134.46000 	  3.72697 	  0.39493 	 
134.47000 	  3.73070 	  0.35164 	 
134.48000 	  3.73401 	  0.31236 	 
134.49000 	  3.73696 	  0.27721 	 
134.50000 	  3.73957 	  0.24493 	 
134.51000 	  3.74186 	  0.21370 	 
134.52000 	  3.74384 	  0.18199 	 
134.53000 	  3.74550 	  0.14923 	 
134.54000 	  3.74682 	  0.11587 	 
134.55000 	  3.74782 	  0.08294 	 
134.56000 	  3.74849 	  0.05130 	 
134.57000 	  3.74885 	  0.02114 	 
134.58000 	  3.74891 	 -0.00819 	 
134.59000 	  3.74868 	 -0.03778 	 
134.60000 	  3.74815 	 -0.06856 	 
134.61000 	  3.74731 	 -0.10080 	 
134.62000 	  3.74613 	 -0.13393 	 
134.63000 	  3.74463 	 -0.16693 	 
134.64000 	  3.74280 	 -0.19898 	 
134.65000 	  3.74065 	 -0.23009 	 
134.66000 	  3.73820 	 -0.26136 	 
134.67000 	  3.73542 	 -0.29457 	 
134.68000 	  3.73229 	 -0.33140 	 
134.69000 	  3.72878 	 -0.37249 	 
134.70000 	  3.72483 	 -0.41698 	 
134.71000 	  3.72043 	 -0.46277 	 
134.72000 	  3.71558 	 -0.50762 	 
134.73000 	  3.71029 	 -0.55065 	 
134.74000 	  3.70457 	 -0.59361 	 
134.75000 	  3.69840 	 -0.64129 	 
134.76000 	  3.69170 	 -0.70055 	 
134.77000 	  3.68433 	 -0.77825 	 
134.78000 	  3.67606 	 -0.87851 	 
134.79000 	  3.66668 	 -1.00045 	 
134.80000 	  3.65600 	 -1.13718 	 
134.81000 	  3.64393 	 -1.27660 	 
134.82000 	  3.63051 	 -1.40403 	 
134.83000 	  3.61594 	 -1.50573 	 
134.84000 	  3.60051 	 -1.57232 	 
134.85000 	  3.58462 	 -1.60093 	 
134.86000 	  3.56861 	 -1.59535 	 
134.87000 	  3.55279 	 -1.56423 	 
134.88000 	  3.53738 	 -1.51795 	 
134.89000 	  3.52246 	 -1.46535 	 
134.90000 	  3.50807 	 -1.41142 	 
134.91000 	  3.49423 	 -1.35659 	 
134.92000 	  3.48095 	 -1.29780 	 
134.93000 	  3.46830 	 -1.23077 	 
134.94000 	  3.45638 	 -1.15236 	 
134.95000 	  3.44529 	 -1.06217 	 
134.96000 	  3.43516 	 -0.96277 	 
134.97000 	  3.42605 	 -0.85861 	 
134.98000 	  3.41799 	 -0.75414 	 
134.99000 	  3.41096 	 -0.65204 	 
135.00000 	  3.40494 	 -0.55233 	 
135.01000 	  3.39992 	 -0.45272 	 
135.02000 	  3.39590 	 -0.34992 	 
135.03000 	  3.39294 	 -0.24144 	 
135.04000 	  3.39109 	 -0.12687 	 
135.05000 	  3.39041 	 -0.00831 	 
135.06000 	  3.39093 	  0.11053 	 
135.07000 	  3.39261 	  0.22579 	 
135.08000 	  3.39542 	  0.33514 	 
135.09000 	  3.39930 	  0.43867 	 
135.10000 	  3.40418 	  0.53865 	 
135.11000 	  3.41007 	  0.63838 	 
135.12000 	  3.41696 	  0.74035 	 
135.13000 	  3.42488 	  0.84487 	 
135.14000 	  3.43386 	  0.94953 	 
135.15000 	  3.44386 	  1.05003 	 
135.16000 	  3.45483 	  1.14180 	 
135.17000 	  3.46666 	  1.22195 	 
135.18000 	  3.47923 	  1.29051 	 
135.19000 	  3.49244 	  1.35032 	 
135.20000 	  3.50622 	  1.40567 	 
135.21000 	  3.52055 	  1.45987 	 
135.22000 	  3.53541 	  1.51300 	 
135.23000 	  3.55079 	  1.56064 	 
135.24000 	  3.56658 	  1.59432 	 
135.25000 	  3.58260 	  1.60367 	 
135.26000 	  3.59854 	  1.57964 	 
135.27000 	  3.61406 	  1.51773 	 
135.28000 	  3.62878 	  1.41996 	 
135.29000 	  3.64237 	  1.29500 	 
135.30000 	  3.65463 	  1.15621 	 
135.31000 	  3.66550 	  1.01838 	 
135.32000 	  3.67504 	  0.89407 	 
135.33000 	  3.68345 	  0.79088 	 
135.34000 	  3.69094 	  0.71043 	 
135.35000 	  3.69772 	  0.64909 	 
135.36000 	  3.70396 	  0.60020 	 
135.37000 	  3.70974 	  0.55676 	 
135.38000 	  3.71510 	  0.51367 	 
135.39000 	  3.72001 	  0.46879 	 
135.40000 	  3.72447 	  0.42275 	 
135.41000 	  3.72847 	  0.37771 	 
135.42000 	  3.73203 	  0.33586 	 
135.43000 	  3.73520 	  0.29825 	 
135.44000 	  3.73801 	  0.26442 	 
135.45000 	  3.74050 	  0.23278 	 
135.46000 	  3.74267 	  0.20149 	 
135.47000 	  3.74452 	  0.16938 	 
135.48000 	  3.74605 	  0.13629 	 
135.49000 	  3.74725 	  0.10297 	 
135.50000 	  3.74811 	  0.07047 	 
135.51000 	  3.74866 	  0.03943 	 
135.52000 	  3.74891 	  0.00970 	 
135.53000 	  3.74886 	 -0.01959 	 
135.54000 	  3.74851 	 -0.04956 	 
135.55000 	  3.74786 	 -0.08093 	 
135.56000 	  3.74689 	 -0.11362 	 
135.57000 	  3.74559 	 -0.14683 	 
135.58000 	  3.74396 	 -0.17952 	 
135.59000 	  3.74200 	 -0.21114 	 
135.60000 	  3.73973 	 -0.24213 	 
135.61000 	  3.73716 	 -0.27393 	 
135.62000 	  3.73425 	 -0.30839 	 
135.63000 	  3.73097 	 -0.34687 	 
135.64000 	  3.72730 	 -0.38947 	 
135.65000 	  3.72318 	 -0.43476 	 
135.66000 	  3.71860 	 -0.48041 	 
135.67000 	  3.71357 	 -0.52453 	 
135.68000 	  3.70811 	 -0.56715 	 
135.69000 	  3.70223 	 -0.61123 	 
135.70000 	  3.69587 	 -0.66253 	 
135.71000 	  3.68893 	 -0.72824 	 
135.72000 	  3.68123 	 -0.81445 	 
135.73000 	  3.67256 	 -0.92357 	 
135.74000 	  3.66269 	 -1.05239 	 
135.75000 	  3.65148 	 -1.19181 	 
135.76000 	  3.63887 	 -1.32835 	 
135.77000 	  3.62497 	 -1.44724 	 
135.78000 	  3.61002 	 -1.53609 	 
135.79000 	  3.59437 	 -1.58788 	 
135.80000 	  3.57839 	 -1.60243 	 
135.81000 	  3.56243 	 -1.58572 	 
135.82000 	  3.54675 	 -1.54749 	 
135.83000 	  3.53152 	 -1.49788 	 
135.84000 	  3.51680 	 -1.44444 	 
135.85000 	  3.50263 	 -1.39034 	 
135.86000 	  3.48900 	 -1.33445 	 
135.87000 	  3.47596 	 -1.27295 	 
135.88000 	  3.46358 	 -1.20175 	 
135.89000 	  3.45196 	 -1.11863 	 
135.90000 	  3.44124 	 -1.02442 	 
135.91000 	  3.43150 	 -0.92260 	 
135.92000 	  3.42280 	 -0.81785 	 
135.93000 	  3.41514 	 -0.71412 	 
135.94000 	  3.40851 	 -0.61310 	 
135.95000 	  3.40287 	 -0.51379 	 
135.96000 	  3.39823 	 -0.41333 	 
135.97000 	  3.39462 	 -0.30852 	 
135.98000 	  3.39208 	 -0.19758 	 
135.99000 	  3.39069 	 -0.08110 	 
136.00000 	  3.39047 	  0.03806 	 
136.01000 	  3.39144 	  0.15592 	 
136.02000 	  3.39357 	  0.26904 	 
136.03000 	  3.39680 	  0.37598 	 
136.04000 	  3.40108 	  0.47776 	 
136.05000 	  3.40635 	  0.57726 	 
136.06000 	  3.41262 	  0.67766 	 
136.07000 	  3.41991 	  0.78074 	 
136.08000 	  3.42825 	  0.88573 	 
136.09000 	  3.43762 	  0.98934 	 
136.10000 	  3.44801 	  1.08694 	 
136.11000 	  3.45933 	  1.17440 	 
136.12000 	  3.47146 	  1.24987 	 
136.13000 	  3.48429 	  1.31456 	 
136.14000 	  3.49773 	  1.37213 	 
136.15000 	  3.51172 	  1.42677 	 
136.16000 	  3.52626 	  1.48078 	 
136.17000 	  3.54133 	  1.53255 	 
136.18000 	  3.55688 	  1.57594 	 
136.19000 	  3.57279 	  1.60140 	 
136.20000 	  3.58882 	  1.59867 	 
136.21000 	  3.60464 	  1.56013 	 
136.22000 	  3.61989 	  1.48366 	 
136.23000 	  3.63421 	  1.37397 	 
136.24000 	  3.64730 	  1.24189 	 
136.25000 	  3.65902 	  1.10177 	 
136.26000 	  3.66935 	  0.96792 	 
136.27000 	  3.67843 	  0.85124 	 
136.28000 	  3.68646 	  0.75703 	 
136.29000 	  3.69365 	  0.68466 	 
136.30000 	  3.70020 	  0.62902 	 
136.31000 	  3.70626 	  0.58301 	 
136.32000 	  3.71187 	  0.54016 	 
136.33000 	  3.71706 	  0.49646 	 
136.34000 	  3.72180 	  0.45094 	 
136.35000 	  3.72608 	  0.40499 	 
136.36000 	  3.72990 	  0.36098 	 
